^^^^^^^ HandleBlockEndHook : pc : 0x8004F48, pcPhysical : 0x8004F48, instructionsInBlock : 9
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F5E, pcPhysical : 0x8004F5E, instructionsInBlock : 5
^^^^^^^ HandleBlockEndHook : pc : 0x8004F6A, pcPhysical : 0x8004F6A, instructionsInBlock : 1
^^^^^^^ HandleBlockEndHook : pc : 0x8004EEC, pcPhysical : 0x8004EEC, instructionsInBlock : 24
^^^^^^^ HandleBlockEndHook : pc : 0x8004F6E, pcPhysical : 0x8004F6E, instructionsInBlock : 1
^^^^^^^ HandleBlockEndHook : pc : 0x8004F90, pcPhysical : 0x8004F90, instructionsInBlock : 8
^^^^^^^ HandleBlockEndHook : pc : 0x8004FA0, pcPhysical : 0x8004FA0, instructionsInBlock : 1
^^^^^^^ HandleBlockEndHook : pc : 0x80072B4, pcPhysical : 0x80072B4, instructionsInBlock : 6
^^^^^^^ HandleBlockEndHook : pc : 0x8004FA4, pcPhysical : 0x8004FA4, instructionsInBlock : 7
^^^^^^^ HandleBlockEndHook : pc : 0x8004FBE, pcPhysical : 0x8004FBE, instructionsInBlock : 2
^^^^^^^ HandleBlockEndHook : pc : 0x8000134, pcPhysical : 0x8000134, instructionsInBlock : 3
^^^^^^^ HandleBlockEndHook : pc : 0x8000142, pcPhysical : 0x8000142, instructionsInBlock : 1
^^^^^^^ HandleBlockEndHook : pc : 0x8004FC4, pcPhysical : 0x8004FC4, instructionsInBlock : 2
^^^^^^^ HandleBlockEndHook : pc : 0x8004FAE, pcPhysical : 0x8004FAE, instructionsInBlock : 2
^^^^^^^ HandleBlockEndHook : pc : 0x8004FB2, pcPhysical : 0x8004FB2, instructionsInBlock : 1
^^^^^^^ HandleBlockEndHook : pc : 0x8004F72, pcPhysical : 0x8004F72, instructionsInBlock : 1
^^^^^^^ HandleBlockEndHook : pc : 0x8004192, pcPhysical : 0x8004192, instructionsInBlock : 2
^^^^^^^ HandleBlockEndHook : pc : 0x8004178, pcPhysical : 0x8004178, instructionsInBlock : 2
^^^^^^^ HandleBlockEndHook : pc : 0x800400C, pcPhysical : 0x800400C, instructionsInBlock : 2
^^^^^^^ HandleBlockEndHook : pc : 0x8004568, pcPhysical : 0x8004568, instructionsInBlock : 3
^^^^^^^ HandleBlockEndHook : pc : 0x8001128, pcPhysical : 0x8001128, instructionsInBlock : 7
^^^^^^^ HandleBlockEndHook : pc : 0x8001170, pcPhysical : 0x8001170, instructionsInBlock : 12
^^^^^^^ HandleBlockEndHook : pc : 0x800113A, pcPhysical : 0x800113A, instructionsInBlock : 2
^^^^^^^ HandleBlockEndHook : pc : 0x8001104, pcPhysical : 0x8001104, instructionsInBlock : 3
^^^^^^^ HandleBlockEndHook : pc : 0x8002214, pcPhysical : 0x8002214, instructionsInBlock : 3
^^^^^^^ HandleBlockEndHook : pc : 0x800110C, pcPhysical : 0x800110C, instructionsInBlock : 3
^^^^^^^ HandleBlockEndHook : pc : 0x8001214, pcPhysical : 0x8001214, instructionsInBlock : 3
^^^^^^^ HandleBlockEndHook : pc : 0x800121C, pcPhysical : 0x800121C, instructionsInBlock : 10
